,1092660,,,,,,Reviews,
136250608,english,2023.03.07 08:55,✅,✅,0.5,0,"Ótimo game. Um pouco complexo a exploração, mas muito divertido, amedrontador e aterrorizante.","Ótimo game. Um pouco complexo a exploração, mas muito divertido, amedrontador e aterrorizante."
136204644,hungarian,2023.03.06 16:32,✅,❌,0.5,0,nice game,
136182017,english,2023.03.06 05:05,✅,❌,0.5558214188,5,Bullet :),Bullet :)
136176276,english,2023.03.06 02:30,✅,✅,0.5,0,"I shat my pants a couple times playing this, I can't even imagine playing this in VR. I'd die.
","I shat my pants a couple times playing this, I can't even imagine playing this in VR. I'd die.
"
136173378,turkish,2023.03.06 01:21,❌,✅,0.5,0,"Oyun şaheser olacakken olamamış. Harcanan emeğe acıdım. 

Grafikler şahane, atmosfer muhteşem, seslendirmeler harika, gerilim ve gizem var. Peki sorun nerede? Sorun eğlence olmamasında. Evet oyunu oynuyorsunuz ama eğlenemiyorsunuz. Oyunu oynarken strese giriyorsunuz, geriliyorsunuz ama bu stres ve gerginlik sizi eğlendirmiyor çünkü yapımcı gerçekçiliği arttırmak isterken eğlendiriciliği unutmuş. Hatta bu konuda çizgiyi aşmış. Örneğin köpeği taşıdığımız bir bölüm var. ""Köpekten vazgeçecek misin? vazgeçmeyecek misin?"" sorusuyla muhatap oluyoruz. Köpeği bırakmak istemezseniz, döngüsel bir alanda tam yedi dakika yürüyorsunuz. Oyun içindeki zamana göre değil, gerçek anlamda yedi dakikadan bahsediyorum. Tekrar ediyorum: Yedi dakika boyunca kucağınızda köpekle yürüyorsunuz. Şimdi soruyorum: ""Böyle oyun mu olur?""

Alınan yanlış kararlar yüzünden yazık etmişler oyuna. Gerçekten şaheser olabilirmiş.",
136087291,spanish,2023.03.04 16:48,✅,❌,0.5,0,Muy buen juego,
136045774,english,2023.03.04 00:59,❌,❌,0.5,0,"One of the worst horror games I played:
- Graphic issues everywhere, especially with AMD cards. Intense flickering of lights, shadows, and water only stopped when I turned off everything/set it to lowest.
- Had an issue where the video camera overlaps the game, couldn't use other objects anymore, couldn't unequip the video cam.
- Glichting into ditches, through trees/stones. 
- Motion sickness, there's an option to turn it off, but guess what - the games camera movements is so bad it won't even matter. Got headaches after playing for 10 minutes.
- You can chose how your dog looks but this isn't carried over into past cut scenes.","One of the worst horror games I played:
- Graphic issues everywhere, especially with AMD cards. Intense flickering of lights, shadows, and water only stopped when I turned off everything/set it to lowest.
- Had an issue where the video camera overlaps the game, couldn't use other objects anymore, couldn't unequip the video cam.
- Glichting into ditches, through trees/stones. 
- Motion sickness, there's an option to turn it off, but guess what - the games camera movements is so bad it won't even matter. Got headaches after playing for 10 minutes.
- You can chose how your dog looks but this isn't carried over into past cut scenes."
136023310,english,2023.03.03 17:31,✅,✅,0.5,0,It made me cry,It made me cry
136006641,english,2023.03.03 08:58,✅,✅,0.5,0,Great game but the ending is extremely tedious and drawn out sooooo long. Only thing I hated about the game.,Great game but the ending is extremely tedious and drawn out sooooo long. Only thing I hated about the game.
136006164,english,2023.03.03 08:42,✅,✅,0.5,0,Yes,Yes
136002665,spanish,2023.03.03 06:57,✅,✅,0.5,0,juego de mierda odio pero te amo,
135982903,spanish,2023.03.02 23:46,❌,✅,0.6079040766,13,"No sé quien tiene los derechos en sí de the blair witch proyect, pero debieron denunciar a los que ocuparon su nombre para hacer este juego ajajaja, ya que el juego no tiene nada que ver con la saga original, simplemente tomaron el concepto de bucles de tiempo en la cual se basa en la habilidad que supuestamente tenía la bruja lo que hacía que no podías escapar del bosque y lo demás puro relleno. 

- Mecánicas del juego copiado de otros, lo que hace que no destaque por otros juegos .

- Olvídate que la bruja va a aparecer, ya que lo toman como un  ser omnipresente o sea, ni eso simplemente no sale xD, ni el enemigo que nos sigue en sí es la bruja.

- De la nada pasa a ser un walking simulator malísimo, la única razón por la que la jugué es porque tenía a bullet un perro y ahí no más el perro csm, ya que llega ser castroso xDD.

En conclusión si lo quieres jugar ya habiendo visto las películas te vas a aburrir y lo vas a desinstalar.. Ahora si lo quieres jugar no sabiendo nada de estas puede llegar a ser bueno e incluso recomendarlo.",
135961941,turkish,2023.03.02 18:21,✅,✅,0.5,0,"was boring from time to time but overall, especially with the end, a psychological horror masterpiece. 8/10",
135945972,english,2023.03.02 14:09,✅,✅,0.5,0,"The Blair Witch game is a first-person horror game that puts players in the shoes of Ellis, a former cop who joins the search for a missing boy in the Black Hills Forest. As Ellis and his trusty dog Bullet delve deeper into the forest, strange things start happening, and it becomes clear that the Blair Witch may be behind the boy's disappearance.

One of the game's strongest aspects is its atmosphere. The dense forest and limited visibility create a sense of tension and unease, and the sound design is top-notch. The use of a dog as a companion is also a unique and effective mechanic, as Bullet can help sniff out clues and warn Ellis of danger.

The story is engaging with with multiple possible endings based on the player's choices. The game also does a great job of incorporating elements of the original Blair Witch movie, with stick figures and haunting whispers adding to the sense of dread.

The game does have some drawbacks. The controls can be clunky at times, especially when navigating through the forest, and the puzzles can be a bit tedious. Additionally, the game can be quite short, with the main story clocking in at around four to five hours.

The Blair Witch game is a solid horror experience that is worth checking out for fans of the movie or the genre in general. The atmosphere and story make up for the occasional clunkiness, and the use of a dog companion adds an interesting twist to the gameplay.","The Blair Witch game is a first-person horror game that puts players in the shoes of Ellis, a former cop who joins the search for a missing boy in the Black Hills Forest. As Ellis and his trusty dog Bullet delve deeper into the forest, strange things start happening, and it becomes clear that the Blair Witch may be behind the boy's disappearance.

One of the game's strongest aspects is its atmosphere. The dense forest and limited visibility create a sense of tension and unease, and the sound design is top-notch. The use of a dog as a companion is also a unique and effective mechanic, as Bullet can help sniff out clues and warn Ellis of danger.

The story is engaging with with multiple possible endings based on the player's choices. The game also does a great job of incorporating elements of the original Blair Witch movie, with stick figures and haunting whispers adding to the sense of dread.

The game does have some drawbacks. The controls can be clunky at times, especially when navigating through the forest, and the puzzles can be a bit tedious. Additionally, the game can be quite short, with the main story clocking in at around four to five hours.

The Blair Witch game is a solid horror experience that is worth checking out for fans of the movie or the genre in general. The atmosphere and story make up for the occasional clunkiness, and the use of a dog companion adds an interesting twist to the gameplay."
135933387,english,2023.03.02 09:36,✅,✅,0.5,0,"The Blair Witch game is an absolute thrill ride that offers players a truly terrifying and exhilarating horror experience. From the moment you enter the dark and foreboding Black Hills Forest, you'll be on the edge of your seat, waiting for the next scare to jump out at you.

One of the most impressive things about this game is the way it creates a sense of claustrophobia and paranoia. As you navigate through the dense forest, the trees seem to close in around you, and you can never quite shake the feeling that you're being watched. The game does an excellent job of building tension and suspense, using sound effects, lighting, and other techniques to keep you constantly on edge.

But it's not just the atmosphere that makes the Blair Witch game so terrifying. The game also features some genuinely frightening supernatural creatures that will have you jumping out of your seat. Whether it's the eerie ghostly figures that appear in the mist, or the twisted and distorted monsters that stalk you through the forest, every encounter with these creatures is a heart-pounding experience.

One of the most innovative and thrilling aspects of the game is the way it uses your own fears against you. The game is full of psychological tricks and mind games that will make you question your own sanity. For example, there are moments when the game will make you doubt whether you're really alone in the forest, or whether there's something watching you from the shadows.

Overall, the Blair Witch game is a masterclass in horror gaming. It's an intense and thrilling experience that will have you on the edge of your seat from start to finish. If you're a fan of horror games, or just looking for an exciting and terrifying experience, then this game is an absolute must-play.
","The Blair Witch game is an absolute thrill ride that offers players a truly terrifying and exhilarating horror experience. From the moment you enter the dark and foreboding Black Hills Forest, you'll be on the edge of your seat, waiting for the next scare to jump out at you.

One of the most impressive things about this game is the way it creates a sense of claustrophobia and paranoia. As you navigate through the dense forest, the trees seem to close in around you, and you can never quite shake the feeling that you're being watched. The game does an excellent job of building tension and suspense, using sound effects, lighting, and other techniques to keep you constantly on edge.

But it's not just the atmosphere that makes the Blair Witch game so terrifying. The game also features some genuinely frightening supernatural creatures that will have you jumping out of your seat. Whether it's the eerie ghostly figures that appear in the mist, or the twisted and distorted monsters that stalk you through the forest, every encounter with these creatures is a heart-pounding experience.

One of the most innovative and thrilling aspects of the game is the way it uses your own fears against you. The game is full of psychological tricks and mind games that will make you question your own sanity. For example, there are moments when the game will make you doubt whether you're really alone in the forest, or whether there's something watching you from the shadows.

Overall, the Blair Witch game is a masterclass in horror gaming. It's an intense and thrilling experience that will have you on the edge of your seat from start to finish. If you're a fan of horror games, or just looking for an exciting and terrifying experience, then this game is an absolute must-play.
"
135867084,english,2023.03.01 14:02,✅,✅,0.5,0,"Enjoyed the game, glad I played it.

Bullet was, and will always be, a good boy.","Enjoyed the game, glad I played it.

Bullet was, and will always be, a good boy."
135813414,english,2023.02.31 21:00,✅,✅,0.5,0,never fails to suprise u,never fails to suprise u
135804417,polish,2023.02.31 18:30,✅,✅,0.5,0,"Gra zajebista, polecam każdemu kto lubi mieć ciarki",
135565048,english,2023.02.27 23:58,❌,✅,0.5,0,Non engaging story about mental issues without the appropriate sensitivity to the topic. The Blair Witch franchise here is just a unnecessary background.,Non engaging story about mental issues without the appropriate sensitivity to the topic. The Blair Witch franchise here is just a unnecessary background.
135536838,english,2023.02.27 14:38,✅,❌,0.5,1,My favorite parts are the parts where I get to pet Bullet. :),My favorite parts are the parts where I get to pet Bullet. :)
135379457,turkish,2023.02.25 14:19,✅,✅,0.5,0,oynanış olarak bir deneyim diyebilirim ama harika bir ilerleyiş söz konusu  hikaye güzel kurgulanmış ve merak hissi uyandırıyor acaba gereksiz mi uzatılmış bazı sekanslar diye düşünmedim değil kısacası mutlaka oynanması gereken bir oyun kategorisinde olduğunu düşünüyorum 10/7 veriyorum,
135366050,spanish,2023.02.25 10:00,✅,❌,0.5,0,Juego de terror buenisimooo... me cague del susto varias veces.. recomendado,
135289041,schinese,2023.02.24 11:28,✅,✅,0.5402285457,3,还行，整个流程高能集中在结尾，最大缺点是容易迷路玩不下去,
135255928,polish,2023.02.23 23:34,❌,✅,0.5,0,"Nie polecam, można zasnąć",
135207206,english,2023.02.23 08:05,✅,✅,0.5151515007,1,"This game is absolutely amazing! its got everything a horror fan wants, first of all its affordable. 2nd there are tons of scary sections, followed by not so scary sections ,and it appears this was designed in such a way, your never actually fully relaxed, cause 1-2 minutes after your last scary section, another one will pick up. 3rd you get a dog, which you can feed snacks when hes a good boy, you can pet him, hes an emotional support/tracker dog, whose very important to your story, the best part about the dog though imo, the dog is loyal to you, and you have the option to NOT leave him behind, you can return the loyalty which alot of ppl will love. plus you can customize you doggy, a bit, his fur color, his eye color, his collar color. The fights are nice to, once again relying on your good old dog, without him you have no chance. plus you dont need a beefy pc to run and enjoy this game.","This game is absolutely amazing! its got everything a horror fan wants, first of all its affordable. 2nd there are tons of scary sections, followed by not so scary sections ,and it appears this was designed in such a way, your never actually fully relaxed, cause 1-2 minutes after your last scary section, another one will pick up. 3rd you get a dog, which you can feed snacks when hes a good boy, you can pet him, hes an emotional support/tracker dog, whose very important to your story, the best part about the dog though imo, the dog is loyal to you, and you have the option to NOT leave him behind, you can return the loyalty which alot of ppl will love. plus you can customize you doggy, a bit, his fur color, his eye color, his collar color. The fights are nice to, once again relying on your good old dog, without him you have no chance. plus you dont need a beefy pc to run and enjoy this game."
135175240,english,2023.02.22 22:26,✅,✅,0.5,0,Love the story and how it correlates with the gameplay!,Love the story and how it correlates with the gameplay!
135088813,spanish,2023.02.21 14:59,✅,✅,0.5,0,"son ese tipo de historia que cuando termina te dejan una duda existencial tremenda y tenes que ir a youtube para poder ordenar algunas cosas para poder entender un poco mas, me encanta.
no  es de terror sino de suspenso, buena trama, buenas mecánicas y te encariñas rápido con el juego, se los recomiendo aquellos aventureros que les gusta que le dejen la mente destrozada.
juego 10/10 hermosisisisisimo",
135018771,english,2023.02.20 09:44,✅,✅,0.593908608,5,"this game feels like any regular hike, its so relaxing <3","this game feels like any regular hike, its so relaxing <3"
135010653,russian,2023.02.20 05:47,✅,✅,0.5652173758,3,"Лес настольно реалистичный , что я нашел несколько закладок.(ಠ‿ಠ)",
134988103,koreana,2023.02.19 22:38,✅,✅,0.4979253411,1,"<서양식 공포물의 정석에 가까운 인디 공포 수작 >

블레어위치는 영화 블레어위치로부터 영감을 받아 만들어진 1인칭 공포물 입니다. 정말  말 그대로 영감만 받았기에 시리즈의 상징적인 모티브만 가져왔으며 실제 스토리와 주인공, 내용등 영화의 핵심적인 시놉시스와는 전혀 상관이 없는 오리지널 작품입니다. 따라서 영화의 내용을 게임으로 혹은 영화의 배경을 게임으로 이식한것을 기대하고 하신다면 다소 실망할 수 있다는 점을 미리 짚고 가겠습니다. 

블레어위치는 실종소년 피터 섀넌을 찾기위해 전직 경찰관 엘리스와 그의 충견 불릿(경찰견 이름)이 어둡고 음침한 미지의 버킷츠 빌 숲을 수색하는 공포 미스테리 장르입니다. 인디 공포라는 장르의 특성상 5시간 내외의 플레이 타임과 다소 단순한 컨텐츠모델을 보여줍니다. 

(스포를 방지하기 위해 최대한 인 게임 정보를 배제했습니다.)

전체적으로 게임이 멋드러지게 만들어졌습니다.  하나하나 살펴 보자면 먼저 스토리가 준수하다는 생각이 들었습니다. 분명히 특출난 스토리는 아닙니다. 참신하지도 신선하지도 않은 스토리와 전개지만 전체적인 짜임새가 구멍이 없으며 개연성 부족에서 기인하는 몰입도 저해 같은 요소가 없습니다. 또한 현대 서양 공포 영화와 게임에서 익숙하게 사용된 작법과 연출법 그리고 시스템중 우수한 요소들을 잘 차용하여 적재 적소에 배치 함으로서 익숙하고 안정적인 왕도 공포물의 전형을 보여줍니다. 장르물에게 가장 중요한 장르 정체성 적인 부분에서 확실히 결함 요소가 없다는 것은 저예산 인디 게임에서는 큰 장점이지요.  특히나 후반부의 연출 전개를 꽤나 멋진 비주얼과 애프터 이펙트로  그려내며 주인공의 내면 심리를 깊이있게 그려낸 점이 인상깊었습니다. 그래픽역시 훌륭합니다. 구동에 있어서 스터터링 혹은 팝인 현상이 거의 눈에 띄지 않았으며 비주얼 적으로도 깔끔해서 환경 자체만으로 공포감을 조성하는데 어느정도 성공했다고 생각됩니다. 버그나 최적화 부분도 엔딩까지 한번도 나타나지 않았기에 저는 만족스러웠습니다. 다만 게임을 처음 구동 함에 있어서 본작의 언리얼엔진 4.21 버전의 네트워크 프로토콜인 OpenSSL 프로토콜이 인텔 11세대 이후 cpu와의 호환성 문제로 구동이 되지 않는 문제가 있기에 해당 게임의 스팀 토론에 가서 문제 해결 법을 참고하여 간단한 환경변수를 추가해주어야 한다는 점은 좀 아쉽습니다. 

단점역시 분명히 존재합니다. 플레이타임이 짧은 편에 속함에도 게임 플레이타임 내내 플레이 자체가 상당히 루즈하단 생각을 지울수가 없었습니다. 스토리가 준수하고 그래픽이 준수하고 가시적인 요소들은 큰 흠이없음에도 게임의 플레이 모델  , 즉 컨텐츠 설계가 미묘하게 밸런스가 맞지 않아서 지루함이 배가 된것 같습니다. 좀더 짧아도 될 구간임에도 필요 이상으로 연출을 통한 인물의 감정선과 서사 전달을 강조하기 위해 반복적인 행위가 많았으며 의도적으로 시간을 끌도록 만든 요소들도 그 방식이 너무 단조로워서 필용악적인 부분을 효과적으로 처리하지 못했습니다. 한가지 예를 들어 보자면, 한 챕터의 핵심적인 퀘스트가 특정 장소로 이동하면서 각종 심령 이벤트를 관전하는 것이 대부분이라 플레이어가 하는 것은 실제로는 그저 어떤 한 장소에서 다음 장소로 이동하는 것 그뿐입니다. 그 자체만으로도 플레이 모델이 지루하지만 이 지루한 플레이 모델의 동선과 경로가 불필요할정도로 길며 그 긴 구간 내에 트리거성 이벤트 역시도 적어서 지루함이 두배가 됩니다. 여기에 추가적으로 길찾기 난이도를 높여서 직관적으로 무엇을 하며 어디로 가야하는지 캐치하기도 힘들기에 플레이어의 인내심을 많이 테스트 하는 느낌을 받을수 있습니다.  이런 길찾기 난이도와 긴 동선을 통해 플레이 타임을 늘리는 필요악성 수를 효과적으로 커버하기 위해선 해당 동선 내에 부가적인 이벤트나 트리거 혹은 환경적인 스토리 텔링 요소들등 한마디로 '볼거리'를 늘리는 것이 중요한데 이런 부분에서 아주 엉망 까진 아니지만 다소 아쉬운 점이 남았네요. 차라리 과감하게 동선을 분할하고 퀘스트분량을 분할하여 좀더 플레이경험이 단순하지만 짧고 다양한 경험을 하도록 하는 편이 효과적인 안배가 아니였을까 생각이 들었습니다. 

스토리가 초반부에 지나치게 난해한점도 진입장벽을 높이는데 한몫 했다고 생각이 들지만 플레이 타임 자체가 짧고 후반부 부터 꽤나 주인공의 행동동기와 배경 사건만큼은 상세히 공들여서 다루기에 아주 큰 단점은 아니라 생각이 들었습니다. 

한마디로 요약하자면 작가주의적 성향이 강한 개발진들이 꽤나 공을 들여서 만든 인디 수작 공포게임이라 생각이 듭니다. 개발진들 자체가 전작 레이어스 오브 더 피어에서도 보여줬듯 게임을 통한 연출과 표현에 있어서 예술적인 접근을 많이 시도하기에 이것이 양날이 검이 된것 같습니다. 본인의 취향이 맞는다면 인디 기준 수작은 된다 생각하지만 취향이 맞지 않는다면 초반부를 넘기는게 힘들 것 같네요. 종합적으로 할인 시즌에 구매한다면 시도해볼만한 작품이라 생가이 듭니다.",
134975324,english,2023.02.19 19:24,✅,✅,0.5,0,El perro no murió 10/10,El perro no murió 10/10
134849659,russian,2023.02.18 04:28,✅,✅,0.5238095522,1,"Лесника жалко, а пёс зачётный",
134716978,english,2023.02.15 23:38,✅,❌,0.5,0,"One of those things in my life I'm really happy about is that I grew up near the woods before Blair Witch was in cinemas. Thanks bloober team for my personal nightmare. I just played for an hour but I'm scared, very scared. I mean I can handle horror, splatter and all this but since Blair Witch the woods not the woods as they used to be.","One of those things in my life I'm really happy about is that I grew up near the woods before Blair Witch was in cinemas. Thanks bloober team for my personal nightmare. I just played for an hour but I'm scared, very scared. I mean I can handle horror, splatter and all this but since Blair Witch the woods not the woods as they used to be."
134674450,english,2023.02.15 02:49,❌,✅,0.4470393062,1,worst game,worst game
134650695,spanish,2023.02.14 18:23,❌,✅,0.4451438785,1,"Aburrido monótono y frustrante, esa fue mi experiencia despues de 2 horas y algo mas de juego. Dos horas que no disfrute nada, la mayor parte del tiempo te la pasas a oscuras perdido en un bosque buscando insignificancias, mientras el perro molesta ladrando o llorando y rompiendo los huevos por ahi todo el tiempo... Para renegar con un perro ya tengo a los míos que los aguanto por que los quiero. Pero a este perro programado de mierd4 ni en pedo me lo fumo. Malisimo todo, no lo recomiendo para nada",
134578480,schinese,2023.02.13 06:32,✅,✅,0.5,0,出乎意料的好玩,
134576628,brazilian,2023.02.13 05:35,✅,✅,0.5,0,"Morri umas 10 vezes mas passo bem!!

Jogo muito bom, tem um gráfico legal, história boa, um cachorro maneiro e parceiro, barulhos bem assustadores e bastante tensão. Jogar a noite, com um bom fone de ouvido, faz toda a diferença. Com certeza vale a experiência e as 6 - 8 horas de gameplay.",
134554406,turkish,2023.02.12 21:46,✅,✅,0.5985401869,5,hayatım daha korkunç olduğu için speedrun oynadım,
134509817,english,2023.02.12 06:14,❌,❌,0.476654321,7,"This game is just...very bad. I want my money back.

PROS: Reasonably atmospheric, interesting use of the video camera, you can pet the dog as much as you want. [spoiler] And you don't have to leave him behind.[/spoiler]


CONS: No clear instructions or path, no clear story. 

SPOILERS
[spoiler] The forest section of the game is interesting, with plenty of items to grab and spooky moments. Using Bullet (the dog) as your waypoint/pathfinder is interesting but utterly broken. The dog would sometimes just circle an object he was supposed to pick up for me, or not respond to my Seek command.
The house section of the game was a slog. Everything was absolutely derivative as if the devs just had no original ideas, and it lasted way too long for what it was.

Also, huge con: The Good Ending requires you to NOT pick up carvings or destroy talismans, even thought the game feeds them to you in the beginning. 
 [/spoiler]
","This game is just...very bad. I want my money back.

PROS: Reasonably atmospheric, interesting use of the video camera, you can pet the dog as much as you want. [spoiler] And you don't have to leave him behind.[/spoiler]


CONS: No clear instructions or path, no clear story. 

SPOILERS
[spoiler] The forest section of the game is interesting, with plenty of items to grab and spooky moments. Using Bullet (the dog) as your waypoint/pathfinder is interesting but utterly broken. The dog would sometimes just circle an object he was supposed to pick up for me, or not respond to my Seek command.
The house section of the game was a slog. Everything was absolutely derivative as if the devs just had no original ideas, and it lasted way too long for what it was.

Also, huge con: The Good Ending requires you to NOT pick up carvings or destroy talismans, even thought the game feeds them to you in the beginning. 
 [/spoiler]
"
134425423,polish,2023.02.11 00:06,✅,❌,0.5,0,Fajna gierka do wychilowania,
134367630,english,2023.02.09 23:52,✅,✅,0.5,0,"I had seen the movie ""The Blair Witch Project"" and I thought it was an interesting movie so I thought the game would be better, but the game has a very slow start to it making it where I almost never got interested into it, but then when I got to around chapter 4 or something where the main ""hero"" Ellis has memories of his past it was very interesting and I think that you have to get deep into it for it to be like the movie good. I like how Bullet can change how your story ends. If Bloober Team made the beginning more interesting then it being super slow it would be a 10/10 for me but it's a 8/10.","I had seen the movie ""The Blair Witch Project"" and I thought it was an interesting movie so I thought the game would be better, but the game has a very slow start to it making it where I almost never got interested into it, but then when I got to around chapter 4 or something where the main ""hero"" Ellis has memories of his past it was very interesting and I think that you have to get deep into it for it to be like the movie good. I like how Bullet can change how your story ends. If Bloober Team made the beginning more interesting then it being super slow it would be a 10/10 for me but it's a 8/10."
134336558,english,2023.02.09 11:14,✅,✅,0.5,1,"Beautiful graphics with the forest, Game play is solid. Story wise I'm not to fond of the Main character maybe because I can't relate. The only beef I have is once you get to the house chapter. Its sooooo long, repetitive, and it makes me want to just keep running through to get it over with instead of soaking it in. Also with the military flashbacks, beating that dead horse. Over all it was a positive experience. Like I said well done on the graphics.","Beautiful graphics with the forest, Game play is solid. Story wise I'm not to fond of the Main character maybe because I can't relate. The only beef I have is once you get to the house chapter. Its sooooo long, repetitive, and it makes me want to just keep running through to get it over with instead of soaking it in. Also with the military flashbacks, beating that dead horse. Over all it was a positive experience. Like I said well done on the graphics."
134253920,english,2023.02.07 22:27,✅,❌,0.5238095522,1,nice!,nice!
134236597,russian,2023.02.07 16:22,✅,✅,0.5473250747,2,"Хорошая игра для своего жанра, держит в напряжении всё прохождение.
Пугают не столь скримеры, а сама атмосфера тёмного леса.
Сюжет хорош, чувство вины главного героя передаётся отлично.
Грамотная постановка сцен, напрягающая музыка, флешбеки- всё на высоте.
Советую ознакомится с игрой и попытаться пройти на хорошую концовку (у меня она была плохой)",
134166872,english,2023.02.06 08:58,✅,❌,0.5017544031,1,"[i]Welcome to my 100th review! ^^[/i]

[u]The Intro[/u]

I've heard some pretty bad things about this game, so my expectations were lowered. To my surprise though, i actually really enjoyed this game. 

I've seen and really enjoyed both Blair Witch movies, and this title isn't much different.

[u]The good stuff[/u]

You can clearly see that this is graphically a really pretty game. A higher budget on this title, which helped a ton. The whole forest and flashlight effects are just absolutely stunning and come very very close to reality.

The game has good dialogue, good voice acting, graphics, atmosphere, sound. So much about this game is really good.
The mechanics are also fun, you have a backpack, flashlight, walktie-talkie, phone you can call people on and receive texts, you have a dog companion with you that you can pet and give commands to, a camera you can watch tapes on and alter reality to progress, there's tons of cool collectibles. It's all well done.

The story is pretty decent with a nice plot-twist at the end that i didn't see coming.

[u]The bad stuff[/u]

The only part where the game somewhat sucked in my opinion was at the end when you're in the [spoiler]house[/spoiler] location. You get a ton of layers of fear like madness that just ceases to be scary and just continues to drag on and on.
The game also starts to drag on very mildly at around the 75% mark.

Also what is unfortunate is that the game occasionally throws at you these enemies encounters and you can actually defeat them. Don't get me wrong it's pretty cool, but it unfortunately takes away from the scary unsettling atmosphere when it happens, you don't feel as vulnerable.

Other than the Blair Witch, the story also focuses on the past of the main character. While this isn't a huge deal, it definitely is a less interesting story than that of the Blair Witch. Fortunately the game somewhat recognizes that and most of the time it's focused on the Blair Witch. 

[u]Final Thoughts[/u]

Overall I'd say this game is definitely worth a try if you like unsettling walking simulators with a great atmosphere and sound design! Plus this one comes with a high budget, which is very welcomed! :)

I will definitely play this game more times!

[b]My rating: 5/5[/b]","[i]Welcome to my 100th review! ^^[/i]

[u]The Intro[/u]

I've heard some pretty bad things about this game, so my expectations were lowered. To my surprise though, i actually really enjoyed this game. 

I've seen and really enjoyed both Blair Witch movies, and this title isn't much different.

[u]The good stuff[/u]

You can clearly see that this is graphically a really pretty game. A higher budget on this title, which helped a ton. The whole forest and flashlight effects are just absolutely stunning and come very very close to reality.

The game has good dialogue, good voice acting, graphics, atmosphere, sound. So much about this game is really good.
The mechanics are also fun, you have a backpack, flashlight, walktie-talkie, phone you can call people on and receive texts, you have a dog companion with you that you can pet and give commands to, a camera you can watch tapes on and alter reality to progress, there's tons of cool collectibles. It's all well done.

The story is pretty decent with a nice plot-twist at the end that i didn't see coming.

[u]The bad stuff[/u]

The only part where the game somewhat sucked in my opinion was at the end when you're in the [spoiler]house[/spoiler] location. You get a ton of layers of fear like madness that just ceases to be scary and just continues to drag on and on.
The game also starts to drag on very mildly at around the 75% mark.

Also what is unfortunate is that the game occasionally throws at you these enemies encounters and you can actually defeat them. Don't get me wrong it's pretty cool, but it unfortunately takes away from the scary unsettling atmosphere when it happens, you don't feel as vulnerable.

Other than the Blair Witch, the story also focuses on the past of the main character. While this isn't a huge deal, it definitely is a less interesting story than that of the Blair Witch. Fortunately the game somewhat recognizes that and most of the time it's focused on the Blair Witch. 

[u]Final Thoughts[/u]

Overall I'd say this game is definitely worth a try if you like unsettling walking simulators with a great atmosphere and sound design! Plus this one comes with a high budget, which is very welcomed! :)

I will definitely play this game more times!

[b]My rating: 5/5[/b]"
134163523,spanish,2023.02.06 07:20,✅,✅,0.5,0,"Seré breve, según mi experiencia con el juego, voy a dividirlo en tres partes:
1. Primera y segunda parte del juego: buena, entretenida, con sentido, cosas para buscar, historias para leer, cosas por hacer.
2. Tercera parte del juego: muy bizarra, innecesariamente larga, redundante, muy fumada, no hay nada que buscar ni hacer, sin sentido.
3. Finales: dicen que tiene 4, para mi solo tiene dos, y es un mismo momento que cambia, no hay caminos diferentes para llegar a ellos, final muy pobre para el juego.

En cuanto a gráficos: buenos | Jugabilidad: bastante bien | Historia: la dos primeras partes: bastante bien

No es el gran juego, y la última parte si se hace muy densa, me pareció que no supieron como seguirlo, y te quedas casi una hora atorado dando vueltas innecesarias y sin sentido, esa parte decepciona, esperaba más del final, mucho más contenido.

Al juego global de acuerdo a mi experiencia con el le pongo 7, no más.
Saludos y espero les sirva, pero no hay nada como probar las cosas uno mismo.


",
134151397,polish,2023.02.06 02:02,✅,❌,0.5,0,"POLSKA GUROOOOOM!!!  nie no, fajna gierka",
134148281,czech,2023.02.06 01:01,✅,✅,0.5808383226,4,Také Jemné 9/10,
134146359,spanish,2023.02.06 00:25,✅,✅,0.4782608747,0,una obra maestra,
