,1096410,,,,,,Reviews,
77523675,english,2020.09.14 03:58,✅,✅,0.5,0,"If you are a fan of the material you will love this. The story is engaging, the characters are incredibly well written, especially for who they are and their clans. As long as you understand that this is just a point and click visual novel with a little bit of choose your own adventure you'll be able to enjoy this. The story is branching and your decisions do matter. The clan you choose to be a part of of course will influence your powers later on, although some of my powers seem to never work but maybe I was just using them on characters that were too strong. I have no idea if it is a random number generator based success or not. I am a little confused as to why you cannot play this game over remote like on your phone through Steam Link.","If you are a fan of the material you will love this. The story is engaging, the characters are incredibly well written, especially for who they are and their clans. As long as you understand that this is just a point and click visual novel with a little bit of choose your own adventure you'll be able to enjoy this. The story is branching and your decisions do matter. The clan you choose to be a part of of course will influence your powers later on, although some of my powers seem to never work but maybe I was just using them on characters that were too strong. I have no idea if it is a random number generator based success or not. I am a little confused as to why you cannot play this game over remote like on your phone through Steam Link."
77516484,english,2020.09.14 00:37,❌,✅,0.5106914043,2,"TLDR: This game makes one of the worst  fucking design decisions i've ever had the displeasure of experiencing. Whoever thought the way this game's failstate works was a good idea: fuck yourself with a sharp object. Go play the standalone expansion/sequel: Shadows of New York. It's better in every conceivable way.

I'm in the strange position of having played the sequel/expansion before touching this the predecessor, and in many ways I think doing so has ruined this game for me. Coteries feels extremely underdeveloped compared to the sequel. Lets count the ways: the art is good but not as excellently moody as that found in the sequel (characters only have a single sprite here, in Shadows they all get multiple), the music is far blander, the writing suffers from having to fit a blank protagonist, and let me go into detail about the single biggest problem.

The Fail State: in an effort to evoke the pen&paper ruleset, you have to feed once every two in-game nights, failing to do this twice leads to a game over. Doesn't sound too bad right? The problem is that in a desperate effort to pad the runtime, the game doesn't allow multiple saves, meaning if you hit a failstate 10 hours in *POOF* bye bye, start again, with no skip read dialogue option. 

One of the worst game design choices I've ever seen.","TLDR: This game makes one of the worst  fucking design decisions i've ever had the displeasure of experiencing. Whoever thought the way this game's failstate works was a good idea: fuck yourself with a sharp object. Go play the standalone expansion/sequel: Shadows of New York. It's better in every conceivable way.

I'm in the strange position of having played the sequel/expansion before touching this the predecessor, and in many ways I think doing so has ruined this game for me. Coteries feels extremely underdeveloped compared to the sequel. Lets count the ways: the art is good but not as excellently moody as that found in the sequel (characters only have a single sprite here, in Shadows they all get multiple), the music is far blander, the writing suffers from having to fit a blank protagonist, and let me go into detail about the single biggest problem.

The Fail State: in an effort to evoke the pen&paper ruleset, you have to feed once every two in-game nights, failing to do this twice leads to a game over. Doesn't sound too bad right? The problem is that in a desperate effort to pad the runtime, the game doesn't allow multiple saves, meaning if you hit a failstate 10 hours in *POOF* bye bye, start again, with no skip read dialogue option. 

One of the worst game design choices I've ever seen."
77516465,english,2020.09.14 00:37,✅,❌,0.5,0,"Its one of the first video game books I play. Im having a blast. The writing, in my opinion is top tier. Pop culture references going back to the 90s (that I caught) to modern day.

Edit* After finishing the first reading. The ending is worse than a let down. Worse than the Dexter Series Ending. I would be upset, but then that means I let these fuckers get to me.

Worth the read if its on sale.","Its one of the first video game books I play. Im having a blast. The writing, in my opinion is top tier. Pop culture references going back to the 90s (that I caught) to modern day.

Edit* After finishing the first reading. The ending is worse than a let down. Worse than the Dexter Series Ending. I would be upset, but then that means I let these fuckers get to me.

Worth the read if its on sale."
77514593,brazilian,2020.09.13 23:55,✅,✅,0.5,0,"Agora sim! Com português, VTM:Coteries of New York, ficou finíssimo. Ainda sinto falta de uma narração ou até mesmo uma voz para cada um dos personagens, mas só de já ter o famoso PTBR já fico muito feliz. Só espero que o VTM:Shadows of New York receba a mesma atenção que este recebeu, pois ainda não há tradução para ele... Enfim, jogos de vampiro são sempre bem-vindos.",
77452203,english,2020.09.12 19:02,✅,❌,0.4316239059,1,"This is a pretty simple game overall, but it's one where choices matter and the story itself is pretty interesting. I'm not the biggest fan of the characters you get to choose from, but that's a minor inconvenience. The soundtrack used for the game was briliant as well. Over all, I would give this an 8/10.","This is a pretty simple game overall, but it's one where choices matter and the story itself is pretty interesting. I'm not the biggest fan of the characters you get to choose from, but that's a minor inconvenience. The soundtrack used for the game was briliant as well. Over all, I would give this an 8/10."
77418774,english,2020.09.12 01:30,✅,✅,0.5,0,A great re-entry into Vampire: The Masquerade. Helps you learn the setting and get hyped for Bloodlines 2!,A great re-entry into Vampire: The Masquerade. Helps you learn the setting and get hyped for Bloodlines 2!
77409381,english,2020.09.11 22:12,✅,❌,0.5,0,"Not mush of a game, but a good interactive story, if you like the universe you will like this little game","Not mush of a game, but a good interactive story, if you like the universe you will like this little game"
77374469,english,2020.09.11 07:51,✅,✅,0.5,0,"This game is fucking lit yo , legit emmersive as fuck !.","This game is fucking lit yo , legit emmersive as fuck !."
77373701,english,2020.09.11 07:29,✅,❌,0.5,0,"Being a huge fan of Vampire: The Masquerade, when I heard the upcoming installation was coming out I immediately wanted to preorder and was excited they put out a prequel to the story.  Since the series is heavily story based, I avoided watching any game play and was utterly surprised that this is a visual novel.  Though I enjoyed it very much, I missed the freedom of exploring from the previous title.  It is a short title, as I completed my first play through in just under 10 hours.  I absolutely loved the story and it's twists and turns.  Just when you think you know where things are headed, they toss you on your head and you have to learn to walk on your hands.  Since the game is so short, I do think the $20 price tag is a little steep but would definitely recommend playing it.  I do hope that the visual novel aspect of the game is simply to set up the story for the upcoming release and will get some sneak peeks of game play without revealing any story line before I purchase, however.","Being a huge fan of Vampire: The Masquerade, when I heard the upcoming installation was coming out I immediately wanted to preorder and was excited they put out a prequel to the story.  Since the series is heavily story based, I avoided watching any game play and was utterly surprised that this is a visual novel.  Though I enjoyed it very much, I missed the freedom of exploring from the previous title.  It is a short title, as I completed my first play through in just under 10 hours.  I absolutely loved the story and it's twists and turns.  Just when you think you know where things are headed, they toss you on your head and you have to learn to walk on your hands.  Since the game is so short, I do think the $20 price tag is a little steep but would definitely recommend playing it.  I do hope that the visual novel aspect of the game is simply to set up the story for the upcoming release and will get some sneak peeks of game play without revealing any story line before I purchase, however."
77358778,english,2020.09.11 00:36,✅,❌,0.4741379023,0,"This game plays like a CYOA (Choose Your Own Adventure) story. The story is good and it mostly stays faithful to the table top game's source material. Fans of VtM would be familiar although those new to the setting may be a little lost. The game is about 4 or so hours for a single play through, although that can be extended by playing as all three classes. 

You also don't need a beefy PC to run this as there is little 3D, so people with potato systems should be able to run it.","This game plays like a CYOA (Choose Your Own Adventure) story. The story is good and it mostly stays faithful to the table top game's source material. Fans of VtM would be familiar although those new to the setting may be a little lost. The game is about 4 or so hours for a single play through, although that can be extended by playing as all three classes. 

You also don't need a beefy PC to run this as there is little 3D, so people with potato systems should be able to run it."
77357344,english,2020.09.11 00:03,❌,❌,0.5,0,"If you like short stories, feel free to play this, if it's under $7. Otherwise, it's simply not worth your time as a ""game"". Games imply some level of user-input and agency - none of your decisions really matter: the ""game"" essentially has a pre-set story to tell, and gives you the illusion of choice sporadically with occasional dialogues that don't end up changing much. However, as an introduction to the World of Darkness (specifically with regard to Vampires, of course), it's an excellent novella.","If you like short stories, feel free to play this, if it's under $7. Otherwise, it's simply not worth your time as a ""game"". Games imply some level of user-input and agency - none of your decisions really matter: the ""game"" essentially has a pre-set story to tell, and gives you the illusion of choice sporadically with occasional dialogues that don't end up changing much. However, as an introduction to the World of Darkness (specifically with regard to Vampires, of course), it's an excellent novella."
77331350,english,2020.09.10 15:05,✅,❌,0.5,0,Coteries feels like a very well done introductory session to the VTM Tabletop game. The background art is beautiful and the story is very true to World of Darkness.,Coteries feels like a very well done introductory session to the VTM Tabletop game. The background art is beautiful and the story is very true to World of Darkness.
77312223,english,2020.09.10 05:16,✅,✅,0.5,0,Great story. Would like ways to improve yourself though.,Great story. Would like ways to improve yourself though.
77265662,english,2020.09.09 08:40,✅,❌,0.50298208,1,"This game NAILS the characterization of the Kindred involved. They ALSO nail the feeling of being a very, very small piece on a very large and obfuscated chessboard. However, that doesn't always make for the best story, when you are not a central part beyond a certain act. I would love, LOVE to see the storytelling chops of the involved writers get some time to stretch out with more content. There was _ALWAYS_ the 'oh I wonder if they will do X' while I was playing through, and with that amount of expectation, it's... troubling to see where it ends up.

And this is all speaking as a _fan of the series_. I cannot imagine the reaction from someone completely uninitiated to the lore. I recommend, but it is absolutely a caveat-laden reco. Go into it understanding that to get the most out of this game, you will probably be playing it multiple times, which isn't exactly going to take you a whole ton of time. Expect maybe 10 hours max out of this experience, in full. That is NOT a mark against but... just don't expect that something with this much quality can extended the quantity bar past a certain mark, for better or for worse.","This game NAILS the characterization of the Kindred involved. They ALSO nail the feeling of being a very, very small piece on a very large and obfuscated chessboard. However, that doesn't always make for the best story, when you are not a central part beyond a certain act. I would love, LOVE to see the storytelling chops of the involved writers get some time to stretch out with more content. There was _ALWAYS_ the 'oh I wonder if they will do X' while I was playing through, and with that amount of expectation, it's... troubling to see where it ends up.

And this is all speaking as a _fan of the series_. I cannot imagine the reaction from someone completely uninitiated to the lore. I recommend, but it is absolutely a caveat-laden reco. Go into it understanding that to get the most out of this game, you will probably be playing it multiple times, which isn't exactly going to take you a whole ton of time. Expect maybe 10 hours max out of this experience, in full. That is NOT a mark against but... just don't expect that something with this much quality can extended the quantity bar past a certain mark, for better or for worse."
77243330,english,2020.09.08 22:05,✅,❌,0.5,0,"this game is something els i brought back the feelings of playing the tabletop, the art oh by odins the art, the story was great and gave you plenty of aspects and a reason to redo the game. HOWEVER its faaaaar to short which is the only draw back to the game, so if you a fan of the tabletop or just vampires get it","this game is something els i brought back the feelings of playing the tabletop, the art oh by odins the art, the story was great and gave you plenty of aspects and a reason to redo the game. HOWEVER its faaaaar to short which is the only draw back to the game, so if you a fan of the tabletop or just vampires get it"
77226062,english,2020.09.08 16:02,✅,❌,0.5,0,Different from any game of this nature that I've played and I am loving every minute of it. Feels like reading a really well written book!,Different from any game of this nature that I've played and I am loving every minute of it. Feels like reading a really well written book!
77215775,english,2020.09.08 10:36,❌,❌,0.5,0,"First contact with the fanchise.. fff I like the effort. The universe, politics, etc.. There is a lot of work behind it. I didn't feel any impact in my choices and was a little bored by the end. I am not used to these visual novels, but there are a few ones I like. This one was probably just not for me.","First contact with the fanchise.. fff I like the effort. The universe, politics, etc.. There is a lot of work behind it. I didn't feel any impact in my choices and was a little bored by the end. I am not used to these visual novels, but there are a few ones I like. This one was probably just not for me."
77214665,english,2020.09.08 09:57,✅,❌,0.5,0,Super interesting story so far. Enough options to feel like you are really impacting the story (though the truth of that remains to be seen). I've yet to finish the game or begin a second run as one of the other factions (I'm playing the Ventrue) but am excited to see how both work. I reccomend this game to any fans of visual novels.,Super interesting story so far. Enough options to feel like you are really impacting the story (though the truth of that remains to be seen). I've yet to finish the game or begin a second run as one of the other factions (I'm playing the Ventrue) but am excited to see how both work. I reccomend this game to any fans of visual novels.
77213231,english,2020.09.08 09:07,✅,❌,0.5,0,"Pretty good visual novel with good art. However, the storyline is very linear and the optional side quests don't impact the ending at all. I didn't feel attached to any of the NPCs and their stories. 
You can finish the entire storyline in about 2-3 hours if you read fast so it's very short.","Pretty good visual novel with good art. However, the storyline is very linear and the optional side quests don't impact the ending at all. I didn't feel attached to any of the NPCs and their stories. 
You can finish the entire storyline in about 2-3 hours if you read fast so it's very short."
77193823,english,2020.09.07 23:16,✅,❌,0.5,0,"I think this got a bit of a bad rap. I actually quite liked the story, but if you don't like to read then this isn't for you. I finished a play through in about 4.5 hrs. There seems to be some replayability here, as there are alternate choices that can be made, and different outcomes (based on achievements).","I think this got a bit of a bad rap. I actually quite liked the story, but if you don't like to read then this isn't for you. I finished a play through in about 4.5 hrs. There seems to be some replayability here, as there are alternate choices that can be made, and different outcomes (based on achievements)."
77144932,english,2020.09.07 00:38,✅,✅,0.5,0,"While some of the mechanics don't stay linear, after they're introduced, it is a fun and enthralling way to pass the nights.","While some of the mechanics don't stay linear, after they're introduced, it is a fun and enthralling way to pass the nights."
77127550,english,2020.09.06 17:59,✅,❌,0.5,0,"Got it with my humble bundle and totally adore it :) the game is narrative-based, but it keeps you so captivated. I am in general fan of VtM and VtR, so might be slightly biased, but I have ton of fun with this game...","Got it with my humble bundle and totally adore it :) the game is narrative-based, but it keeps you so captivated. I am in general fan of VtM and VtR, so might be slightly biased, but I have ton of fun with this game..."
77118425,polish,2020.09.06 13:23,✅,❌,0.5,0,Fajne wprowadzenie do Świata Mroku i dobra historia. Można się choć trochę poczuć jak na sesji RPG.,
77113170,english,2020.09.06 10:18,✅,❌,0.5,0,"Very sudden ending, but worth a couple hours of play.  Some replay value in exploring different questlines or playing different ways.  Buy it on sale, give it a shot.  Watered down experience, but still good enough that I lost myself in it for a few hours.","Very sudden ending, but worth a couple hours of play.  Some replay value in exploring different questlines or playing different ways.  Buy it on sale, give it a shot.  Watered down experience, but still good enough that I lost myself in it for a few hours."
77110089,english,2020.09.06 08:23,❌,❌,0.5265423059,2,"too linear, not enough diversity in choices, and choices don't change the stories","too linear, not enough diversity in choices, and choices don't change the stories"
77104893,english,2020.09.06 05:23,❌,❌,0.5672227144,9,"The game only has 2 possible endings, a death in the first 15 minutes which the game does everything possible to keep you from going through with. The other ending is a complete disappointment and is insanely rushed. I thought maybe I had done something wrong, but nope, not a single choice matters (other than the extremely telegraphed death) No real reason to play this multiple times other than the achievements. There's not even a difference in which of the 3 pre-generated characters you pick at the beginning of the game.","The game only has 2 possible endings, a death in the first 15 minutes which the game does everything possible to keep you from going through with. The other ending is a complete disappointment and is insanely rushed. I thought maybe I had done something wrong, but nope, not a single choice matters (other than the extremely telegraphed death) No real reason to play this multiple times other than the achievements. There's not even a difference in which of the 3 pre-generated characters you pick at the beginning of the game."
77095391,english,2020.09.06 00:22,✅,❌,0.5,0,"I was unsure to try this one because of the various negative opinions and the fact that there is only one ending so the choices do not really matter, but I was amazed with how good the story was and how i loved these characters! I wish it was longer, choises did really change the story and maybe there was some romantic plot too, but it's still a great game and I really recomend it.","I was unsure to try this one because of the various negative opinions and the fact that there is only one ending so the choices do not really matter, but I was amazed with how good the story was and how i loved these characters! I wish it was longer, choises did really change the story and maybe there was some romantic plot too, but it's still a great game and I really recomend it."
77092893,english,2020.09.05 23:21,❌,❌,0.5,0,"Not a true VN.
1 ending where your choices don't matter. More like a book that you read and don't contribute to.
Filled with precious un-harmable snowflake NPCs that you're supposed to love and respect, those who have played the tabletop game realise what a hideous sin this is. 
The whole game is on an event timer, and is done in less than 4 hours, even though I had to leave the game running and attend to my family.
This game is an afterthought, a mere marketing event meant to drum up publicity for bloodlines 2.","Not a true VN.
1 ending where your choices don't matter. More like a book that you read and don't contribute to.
Filled with precious un-harmable snowflake NPCs that you're supposed to love and respect, those who have played the tabletop game realise what a hideous sin this is. 
The whole game is on an event timer, and is done in less than 4 hours, even though I had to leave the game running and attend to my family.
This game is an afterthought, a mere marketing event meant to drum up publicity for bloodlines 2."
77070855,english,2020.09.05 14:27,✅,❌,0.5,0,"[b]Interesting VN, dark themed and atmospheric.[/b]

* World of Darkness setting.
* Superb art and music.
* You choose between 3 main characters.
* Features only 1 ending (and 2 early game over ones).
* You can find a lot of lore in the codex entries.

[i]P.S.1: Skip was recently added, so yay! Easy to do all achievements now.[/i]
[i]P.S.2: Since you have multiple choices during the game, my only complain is the lack of multiple endings, based on your choices.[/i]","[b]Interesting VN, dark themed and atmospheric.[/b]

* World of Darkness setting.
* Superb art and music.
* You choose between 3 main characters.
* Features only 1 ending (and 2 early game over ones).
* You can find a lot of lore in the codex entries.

[i]P.S.1: Skip was recently added, so yay! Easy to do all achievements now.[/i]
[i]P.S.2: Since you have multiple choices during the game, my only complain is the lack of multiple endings, based on your choices.[/i]"
77048317,english,2020.09.05 01:53,✅,❌,0.5,0,"One playthrough took me around 7 hours. Even if the ending is the same for the other 2 characters/storylines I would say this game was well worth it. Some of the negative reviews worried me (that the nights would be too short, that the game would end unexpectedly/quickly, that the writing wouldn't be enjoyable, etc), but I was happy to discover, for me at least, they were all proved wrong. I will be playing it again soon to see the pieces of the story I missed during the first go round. My only disappointment was [spoiler]in not reuniting with the character's sire - I was hoping things might get a bit steamy at the end. ;D	[/spoiler]","One playthrough took me around 7 hours. Even if the ending is the same for the other 2 characters/storylines I would say this game was well worth it. Some of the negative reviews worried me (that the nights would be too short, that the game would end unexpectedly/quickly, that the writing wouldn't be enjoyable, etc), but I was happy to discover, for me at least, they were all proved wrong. I will be playing it again soon to see the pieces of the story I missed during the first go round. My only disappointment was [spoiler]in not reuniting with the character's sire - I was hoping things might get a bit steamy at the end. ;D	[/spoiler]"
77046579,english,2020.09.05 01:06,✅,❌,0.6652349234,12,"A short, rather formulaic and fairly linear visual novel that normally wouldn't hold my attention for longer than it takes to click next in my Discovery queue, if not for its extremely potent trump card. It is set in the World of Darkness. In V5 New York to be precise. The setting is well established and detailed with a huge backstory, so being given the opportunity to play a small role in this world again was all the incentive I needed to give this a shot.

You get to pick from three characters. A Brujah, a Ventrue and a Toreador. Those characters are set, they have a specific appearance and backstory that you can't alter. The game starts very similar to the original Bloodlines. You are turned into a Vampire without permission from the local Prince. So you are captured and brought in front of a Vampire court to be tried and executed. Luckily for you a local power with an unknown agenda decides to intervene, rescue you and throw you into a cloak and dagger game you are far from ready to play.

From then on the game becomes slightly more open. You have a Haven you can rest in during the day and every night you are provided with a pool of available events, up to two of which you can play. As mentioned the game is very short, it lasts only a couple of such nights, so you won't be able to do all events in one go. Forcing you to pick. That said those events, like the main plot, are extremely linear. In fact you can't really derail anything or die at this point. At least I wasn't able to despite trying. You can simply go through the motions.

Admittedly this absolute lack of impact was rather disappointing. I don't play many visual novels but I'm under the impression they usually allow greater agency than this. Or at least provide you with multiple endings. This one doesn't do either. That said it still succeeds at immersing you in the role of an out-of-their-depth fledgling trying to come to terms with their new reality. I'm unsure if this was the result of competent writing or simply the power of the setting. But I suppose it doesn't really matter.

This game won't blow anyone's mind but for fans of Vampire the Masquerade and the World of Darkness, it can be a fun distraction. We certainly need one with Bloodlines 2 getting constantly postponed. It's not really that expensive either, so yeah, recommended. If you are not a fan though and simply want a great visual novel to play, it's probably better to keep on looking.","A short, rather formulaic and fairly linear visual novel that normally wouldn't hold my attention for longer than it takes to click next in my Discovery queue, if not for its extremely potent trump card. It is set in the World of Darkness. In V5 New York to be precise. The setting is well established and detailed with a huge backstory, so being given the opportunity to play a small role in this world again was all the incentive I needed to give this a shot.

You get to pick from three characters. A Brujah, a Ventrue and a Toreador. Those characters are set, they have a specific appearance and backstory that you can't alter. The game starts very similar to the original Bloodlines. You are turned into a Vampire without permission from the local Prince. So you are captured and brought in front of a Vampire court to be tried and executed. Luckily for you a local power with an unknown agenda decides to intervene, rescue you and throw you into a cloak and dagger game you are far from ready to play.

From then on the game becomes slightly more open. You have a Haven you can rest in during the day and every night you are provided with a pool of available events, up to two of which you can play. As mentioned the game is very short, it lasts only a couple of such nights, so you won't be able to do all events in one go. Forcing you to pick. That said those events, like the main plot, are extremely linear. In fact you can't really derail anything or die at this point. At least I wasn't able to despite trying. You can simply go through the motions.

Admittedly this absolute lack of impact was rather disappointing. I don't play many visual novels but I'm under the impression they usually allow greater agency than this. Or at least provide you with multiple endings. This one doesn't do either. That said it still succeeds at immersing you in the role of an out-of-their-depth fledgling trying to come to terms with their new reality. I'm unsure if this was the result of competent writing or simply the power of the setting. But I suppose it doesn't really matter.

This game won't blow anyone's mind but for fans of Vampire the Masquerade and the World of Darkness, it can be a fun distraction. We certainly need one with Bloodlines 2 getting constantly postponed. It's not really that expensive either, so yeah, recommended. If you are not a fan though and simply want a great visual novel to play, it's probably better to keep on looking."
77014838,english,2020.09.04 13:13,❌,✅,0.5,0,"Ending's rushed & massive letdown, and *none* of your choices matter","Ending's rushed & massive letdown, and *none* of your choices matter"
76971085,english,2020.09.03 18:27,❌,❌,0.5,0,Spent 7 hours trying to topple the vampire bullshit in NYC and I get clowned.,Spent 7 hours trying to topple the vampire bullshit in NYC and I get clowned.
76965390,english,2020.09.03 16:26,✅,✅,0.5454545617,2,"[h1] About ""VtM Coteries of New York"" ...[/h1]
- Great game, recommend it. 
- Choose between 3 different protagonists.
- Each of them has a different backstory and unique personality.
- Stunning visual dynamic backgrounds, and interesting dialogue choices.
","[h1] About ""VtM Coteries of New York"" ...[/h1]
- Great game, recommend it. 
- Choose between 3 different protagonists.
- Each of them has a different backstory and unique personality.
- Stunning visual dynamic backgrounds, and interesting dialogue choices.
"
76959291,english,2020.09.03 13:55,❌,❌,0.5,0,"While the writing is good and its atmospheric as hell, there is only one ending that completely disregards any choice you made throughout","While the writing is good and its atmospheric as hell, there is only one ending that completely disregards any choice you made throughout"
76956282,english,2020.09.03 12:36,❌,❌,0.5,0,"I wanted to like it. It's like a Tootsie Roll Pop except that it felt like it really was just 3 licks to get to the center and the chocolate was just meh. 

Game play wise it was good story telling for most parts but it's a story that doesn't actually want you to enjoy it unless you replay it a few. You have no time to actually enjoy each character arcs and you aren't aware of that until the railed plot leads you to the end. 

If this was an actual WoD campaign it would be a story that the storyteller kinda lost steam halfway and just wanted to end it.","I wanted to like it. It's like a Tootsie Roll Pop except that it felt like it really was just 3 licks to get to the center and the chocolate was just meh. 

Game play wise it was good story telling for most parts but it's a story that doesn't actually want you to enjoy it unless you replay it a few. You have no time to actually enjoy each character arcs and you aren't aware of that until the railed plot leads you to the end. 

If this was an actual WoD campaign it would be a story that the storyteller kinda lost steam halfway and just wanted to end it."
76938992,english,2020.09.03 04:03,❌,❌,0.5,1,"This is the worst vn. I have ever played not because of the games story or graphic but because the engine/game design choices and they way saves are handled. 

Saves are buggy still 11 months after it came out.  
Lost my save on crash. 
Only one save slot and auto save. 
Its awful. 

[b]Don't Buy This![/b]","This is the worst vn. I have ever played not because of the games story or graphic but because the engine/game design choices and they way saves are handled. 

Saves are buggy still 11 months after it came out.  
Lost my save on crash. 
Only one save slot and auto save. 
Its awful. 

[b]Don't Buy This![/b]"
76921436,english,2020.09.02 21:00,❌,❌,0.5,0,"This game, unfortunately, is just another click-through text-based story. Your choices of (meaningful [storywise]) interaction are quite limited. If I didn't get this game through Humble Monthly I would have been pissed quite a lot.","This game, unfortunately, is just another click-through text-based story. Your choices of (meaningful [storywise]) interaction are quite limited. If I didn't get this game through Humble Monthly I would have been pissed quite a lot."
76901919,english,2020.09.02 12:48,❌,✅,0.5238095522,1,"This game isn't very good. The writing is awkward and cringe-inducing - I feel embarrassed for whoever wrote the dialogue. There is no voice acting. The music is lackluster and repetitive. The text choices sometimes show little indication of what you are actually going to say or do. The story is somewhat engaging but gets buried in the tedium of delivery. And your choices make little difference to the game. I have played several choice-based games by now, and I am fine with just three main endings, and some minor changes along the way based on choices - I don't need a game to offer more branching paths than that. I don't even mind if some of those endings are similar to each other. This has one ending. Two if you count dying early as an ending. The ""vampires is modern New York"" just didn't work for me, and nothing rang true. You have some emo-looking vampire who only talks in baseball metaphors? I don't think so.","This game isn't very good. The writing is awkward and cringe-inducing - I feel embarrassed for whoever wrote the dialogue. There is no voice acting. The music is lackluster and repetitive. The text choices sometimes show little indication of what you are actually going to say or do. The story is somewhat engaging but gets buried in the tedium of delivery. And your choices make little difference to the game. I have played several choice-based games by now, and I am fine with just three main endings, and some minor changes along the way based on choices - I don't need a game to offer more branching paths than that. I don't even mind if some of those endings are similar to each other. This has one ending. Two if you count dying early as an ending. The ""vampires is modern New York"" just didn't work for me, and nothing rang true. You have some emo-looking vampire who only talks in baseball metaphors? I don't think so."
76897369,english,2020.09.02 10:17,✅,❌,0.5,0,"If you like Vampire games, and in particular Vampire the Masquerade this is a good game. The story is very well done and it is very compelling.","If you like Vampire games, and in particular Vampire the Masquerade this is a good game. The story is very well done and it is very compelling."
76870092,english,2020.09.01 20:53,✅,✅,0.5,0,"If you like VTM universe or Like Visual novels, this game is for you. 
","If you like VTM universe or Like Visual novels, this game is for you. 
"
76834347,english,2020.09.01 02:41,❌,❌,0.5325203538,1,"I love Visual Novels and VtM. My conclusion is that this fails at both. The new lore is not super familiar to me, but it's really awful and lacks and punch. Where this really flops though is the VN core itself. I couldn't stomach to go much past the intro.

Cons:
-No save grid to save at choice junctions. Can only save when exiting.
-The log isn't bound to the wheel.
-Dynamic BGs make is hard to read. (Yeah, they can be turned off, but still.)
-No voicing.
-Music was lackluster.
-Writing felt pretty cheesy and unnatural.
-Options felt strange and occurred too frequently.
-Not sure why they went through the trouble to three separate characters, and in the fashion that they did. I didn't like any of them. 
- The sprites look awful, don't really do much, and tend to fade into the BG. They're very boring.
- Way too many product placements. 
- Too much exposition.
- Way too preachy.
","I love Visual Novels and VtM. My conclusion is that this fails at both. The new lore is not super familiar to me, but it's really awful and lacks and punch. Where this really flops though is the VN core itself. I couldn't stomach to go much past the intro.

Cons:
-No save grid to save at choice junctions. Can only save when exiting.
-The log isn't bound to the wheel.
-Dynamic BGs make is hard to read. (Yeah, they can be turned off, but still.)
-No voicing.
-Music was lackluster.
-Writing felt pretty cheesy and unnatural.
-Options felt strange and occurred too frequently.
-Not sure why they went through the trouble to three separate characters, and in the fashion that they did. I didn't like any of them. 
- The sprites look awful, don't really do much, and tend to fade into the BG. They're very boring.
- Way too many product placements. 
- Too much exposition.
- Way too preachy.
"
76826667,english,2020.08.30 23:11,✅,✅,0.5,0,"Story: 8/10
Replay ability: Main Story low, Side stories ..still had a few unfinished before The End , see if different clans have alternates 7/10
Vampire 'Feel':  9/10
Choices Matter:  More replay needed to answer fully, currently  6/10","Story: 8/10
Replay ability: Main Story low, Side stories ..still had a few unfinished before The End , see if different clans have alternates 7/10
Vampire 'Feel':  9/10
Choices Matter:  More replay needed to answer fully, currently  6/10"
76793463,english,2020.08.30 07:04,✅,❌,0.5,0,"So when I began this game, I wasn't exactly expecting much. Being far outside the typical games that I were to play. But after just a single playthrough, it had been so much better than I expected. Characters are portrayed incredibly, art is astounding, and not one minute of this game had me loathing to play more. Mechanics and story progression is unique, and I cannot wait to play more.","So when I began this game, I wasn't exactly expecting much. Being far outside the typical games that I were to play. But after just a single playthrough, it had been so much better than I expected. Characters are portrayed incredibly, art is astounding, and not one minute of this game had me loathing to play more. Mechanics and story progression is unique, and I cannot wait to play more."
76792806,english,2020.08.30 06:41,✅,❌,0.5,0,A fantastic entry point to the World of Darkness setting.,A fantastic entry point to the World of Darkness setting.
76785594,english,2020.08.30 02:36,✅,❌,0.4782608747,0,"The game is not long, you'll probably get a few hours from it if you read the dialog and enjoy the story, but I think it's quite good.","The game is not long, you'll probably get a few hours from it if you read the dialog and enjoy the story, but I think it's quite good."
76725847,english,2020.08.28 22:43,✅,❌,0.5,0,"As Visual Novel Type Games go this one is not bad. I do like the vtm world of darkness setting. It is dialogue heavy but not a huge deal for me. The artwork is amazing. I actually got this one to go without crashing. I personally thought the end was meh at best, Got all the achievements and not a whole lot of time on it. You have some choices and it goes slightly on rails at times. I guess we will have to get our world of darkness fix because who know if or when blloodlines 2 is coming out at this point. Its a decent novel with choices even though some matter and some don't seem to matter,  If you are a fan of visual novels pick this up.","As Visual Novel Type Games go this one is not bad. I do like the vtm world of darkness setting. It is dialogue heavy but not a huge deal for me. The artwork is amazing. I actually got this one to go without crashing. I personally thought the end was meh at best, Got all the achievements and not a whole lot of time on it. You have some choices and it goes slightly on rails at times. I guess we will have to get our world of darkness fix because who know if or when blloodlines 2 is coming out at this point. Its a decent novel with choices even though some matter and some don't seem to matter,  If you are a fan of visual novels pick this up."
76725196,english,2020.08.28 22:29,✅,❌,0.50298208,1,"It is wonderful to be able to return to the world of darkness once more.  There is no voice acting, but the founts are large, clear, and easy to read.  The story, (so far) is interesting, captivating, and compelling.  My only gripe?  i would love to see options for more than 3 clans, but still, i recommend this game to any VtM fan.","It is wonderful to be able to return to the world of darkness once more.  There is no voice acting, but the founts are large, clear, and easy to read.  The story, (so far) is interesting, captivating, and compelling.  My only gripe?  i would love to see options for more than 3 clans, but still, i recommend this game to any VtM fan."
